0.014662	0.0532445	2.025034869322341
0.014662	0.0532455	2.014936706522642
0.014662	0.0532465	2.005951859394584
0.014662	0.0532475	1.9978582043077682
0.014662	0.0532485	1.990492979181972
0.014662	0.0532495	1.983732339668691
0.014662	0.0532505	1.9774864146346642
0.014662	0.0532515	1.9716832723285629
0.014662	0.0532525	1.966266554888936
0.014662	0.0532535	1.9611895367293777
0.014662	0.0532545	1.9564160060452769
0.014662	0.0532555	1.9519142348392842
0.014662	0.0532565	1.9476583763009627
0.014662	0.0532575	1.9436269324890703
0.014662	0.0532585	1.9398014340188137
0.014662	0.0532595	1.936162052908233
0.014662	0.0532605	1.9326999299885932
0.014662	0.0532615	1.929400826664175
0.014662	0.0532625	1.926254900280991
0.014662	0.0532635	1.9232354985411018
0.014662	0.0532645	1.9203682741358363
0.014662	0.0532655	1.9176299240929884
0.014662	0.0532665	1.9150125431164888
0.014662	0.0532675	1.912512934780417
0.014662	0.0532685	1.9101240472247967
0.014662	0.0532695	1.9078437459804352
0.014662	0.0532705	1.905666522117858
0.014662	0.0532715	1.9035900472986589
0.014662	0.0532725	1.9016110452289585
0.014662	0.0532735	1.8997286038736119
0.014662	0.0532745	1.8979394849181372
0.014662	0.0532755	1.8962429847141156
0.014662	0.0532765	1.894638330462587
0.014662	0.0532775	1.893123672531856
0.014662	0.0532785	1.8916994160477631
0.014662	0.0532795	1.8903660074866862
0.014662	0.0532805	1.889123123794344
0.014662	0.0532815	1.8879721684364263
0.014662	0.0532825	1.886913849257968
0.014662	0.0532835	1.8859529809319728
0.014662	0.0532845	1.8850893862852243
0.014662	0.0532855	1.8843286773233334
0.014662	0.0532865	1.8836751843266897
0.014662	0.0532875	1.883140825719663
0.014662	0.0532885	0.5698039560293712
0.014662	0.0532895	0.5696275692312408
0.014662	0.0532905	0.5694904557644237
0.014662	0.0532915	0.5693726734709788
0.014662	0.0532925	0.5692682537118375
0.014662	0.0532935	0.569174159575291
0.014662	0.0532945	0.5690885299268924
0.014662	0.0532955	0.5690101502342355
0.014662	0.0532965	0.5689379828621761
0.014662	0.0532975	0.5688713815059028
0.014662	0.0532985	0.5688097860764924
0.014662	0.0532995	0.5687527408780704
0.014662	0.0533005	0.5686998671661934
0.014662	0.0533015	0.5686508447117994
