0	{0.30071103784723036}
1	{0.40091663083814016}
2	{0.5038301703664233}
3	{0.6095733341245063}
4	{0.7182757691482713}
5	{0.8300757952590075}
6	{0.945121187917575}
7	{1.0635700515413156}
8	{1.1855917961795135}
9	{1.3113682326508311}
10	{1.4410948038985767}
11	{1.5749819735207486}
12	{1.7132567963132401}
13	{1.8561647003940909}
14	{2.0039715162697105}
15	{2.15696579533855}
16	{2.315461469165409}
17	{2.479800911874271}
18	{2.650358481824715}
19	{2.8275446361893444}
20	{3.0118107342556883}
21	{3.2036546737516804}
22	{3.403627541314781}
23	{3.6123415062634634}
24	{3.8304792501061375}
25	{4.058805308432785}
26	{4.298179815156275}
27	{4.54957529341213}
28	{4.814097350398967}
29	{5.093010431533653}
30	{5.387770213074217}
31	{5.700064825231045}
32	{6.031868001039636}
33	{6.385508605764246}
34	{6.763763096415494}
35	{7.169980775257436}
36	{7.608257104437281}
37	{8.083679465294075}
38	{8.602685750201601}
39	{9.173605608994812}
40	{9.807511385925778}
41	{10.519624710825907}
42	{11.331793384375134}
43	{12.277228517169103}
44	{13.410649996381697}
45	{14.83395584703376}
46	{16.782053258223964}
47	{20.17065242492956}
